id,source_type,location,field,surface,active,member_reachable,risk_tags,linked_records,disposition,record_state,proposed_action,replacement_copy,notes,copy
daily_actions:73323990-079e-452d-8f04-547c989c01a8#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/28,True,True,safe_no_change_required,day_number=28;phase=2;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""All 3 walks"", ""All 3 meals"", ""Read tomorrow's preview in the Workouts tab (it unlocks in the morning)""]"
daily_actions:6bd7567a-1a02-46c7-8e3f-262971a41687#day_name,database,public.daily_actions,day_name,/app/day/29,True,True,safe_no_change_required,day_number=29;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 29: First Workout Day
daily_actions:6bd7567a-1a02-46c7-8e3f-262971a41687#action_title,database,public.daily_actions,action_title,/app/day/29,True,True,safe_no_change_required,day_number=29;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 29 — First Workout Day
daily_actions:6bd7567a-1a02-46c7-8e3f-262971a41687#action_description,database,public.daily_actions,action_description,/app/day/29,True,True,safe_no_change_required,day_number=29;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"The Workouts tab is open. Pick Track A (standard) or Track B (knee-friendly). Your first session is short by design — the goal today is done, not impressive."
daily_actions:6bd7567a-1a02-46c7-8e3f-262971a41687#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/29,True,True,safe_no_change_required,day_number=29;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""Complete your first workout (either track)"", ""Keep 2 of your 3 post-meal walks (workout replaces one)"", ""Log everything""]"
daily_actions:38c44af4-d931-4f18-bd9b-bcd906a28b94#day_name,database,public.daily_actions,day_name,/app/day/30,True,True,safe_no_change_required,day_number=30;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 30: Measurement Day
daily_actions:38c44af4-d931-4f18-bd9b-bcd906a28b94#action_title,database,public.daily_actions,action_title,/app/day/30,True,True,safe_no_change_required,day_number=30;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 30 — Measurement Day
daily_actions:38c44af4-d931-4f18-bd9b-bcd906a28b94#action_description,database,public.daily_actions,action_description,/app/day/30,True,True,safe_no_change_required,day_number=30;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"The tape measure sees what the scale hides. Waist, hips, chest. Same time of day as your Day 1 numbers, same conditions."
daily_actions:38c44af4-d931-4f18-bd9b-bcd906a28b94#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/30,True,True,safe_no_change_required,day_number=30;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""Log your monthly measurements in Progress"", ""Compare with Day 1 — write one line about what changed"", ""Walks/workout per your new schedule""]"
daily_actions:27e5cc08-3010-47c1-aaac-400841f79974#day_name,database,public.daily_actions,day_name,/app/day/31,True,True,safe_no_change_required,day_number=31;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 31: Strength and Everyday Movement
daily_actions:27e5cc08-3010-47c1-aaac-400841f79974#action_title,database,public.daily_actions,action_title,/app/day/31,True,True,safe_no_change_required,day_number=31;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Strength and Everyday Movement
daily_actions:27e5cc08-3010-47c1-aaac-400841f79974#action_description,database,public.daily_actions,action_description,/app/day/31,True,True,safe_no_change_required,day_number=31;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Strength activity can support general health and everyday function. Choose a routine that is safe for you and increase it gradually; ask your healthcare professional before changing your activity if you have safety concerns.
daily_actions:27e5cc08-3010-47c1-aaac-400841f79974#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/31,True,True,safe_no_change_required,day_number=31;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""Workout or 3 walks per your schedule"", ""Protein at every meal today"", ""Water target""]"
daily_actions:cfd2714e-f7bc-42ec-8e46-354e6bb6d657#day_name,database,public.daily_actions,day_name,/app/day/32,True,True,safe_no_change_required,day_number=32;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 32: The Rest Day Rule
daily_actions:cfd2714e-f7bc-42ec-8e46-354e6bb6d657#action_title,database,public.daily_actions,action_title,/app/day/32,True,True,safe_no_change_required,day_number=32;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 32 — The Rest Day Rule
daily_actions:cfd2714e-f7bc-42ec-8e46-354e6bb6d657#action_description,database,public.daily_actions,action_description,/app/day/32,True,True,safe_no_change_required,day_number=32;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"Rest days are training days for recovery. No workout today — but walks stay. Movement every day, intensity some days."
daily_actions:cfd2714e-f7bc-42ec-8e46-354e6bb6d657#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/32,True,True,safe_no_change_required,day_number=32;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""3 post-meal walks"", ""Stretch 5 minutes before bed"", ""Mindset card""]"
daily_actions:a49b6ccd-f9bc-4248-b1c4-e354ff0a5e84#day_name,database,public.daily_actions,day_name,/app/day/33,True,True,safe_no_change_required,day_number=33;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 33: Second Workout
daily_actions:a49b6ccd-f9bc-4248-b1c4-e354ff0a5e84#action_title,database,public.daily_actions,action_title,/app/day/33,True,True,safe_no_change_required,day_number=33;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 33 — Second Workout
daily_actions:a49b6ccd-f9bc-4248-b1c4-e354ff0a5e84#action_description,database,public.daily_actions,action_description,/app/day/33,True,True,safe_no_change_required,day_number=33;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Repeat the same track or choose another — your call. Notice whether anything felt easier than the first time.
daily_actions:a49b6ccd-f9bc-4248-b1c4-e354ff0a5e84#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/33,True,True,safe_no_change_required,day_number=33;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""Complete workout #2"", ""2 walks"", ""Log a post-meal reading""]"
daily_actions:ced1d3d1-87c5-4f82-8a41-bdc16694fc07#day_name,database,public.daily_actions,day_name,/app/day/34,True,True,safe_no_change_required,day_number=34;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 34: Kitchen Reset
daily_actions:ced1d3d1-87c5-4f82-8a41-bdc16694fc07#action_title,database,public.daily_actions,action_title,/app/day/34,True,True,safe_no_change_required,day_number=34;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 34 — Kitchen Reset
daily_actions:ced1d3d1-87c5-4f82-8a41-bdc16694fc07#action_description,database,public.daily_actions,action_description,/app/day/34,True,True,safe_no_change_required,day_number=34;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Ten minutes: clear one shelf of anything that fights your plate. Not the whole kitchen — one shelf. Make the right choice the easy choice.
daily_actions:ced1d3d1-87c5-4f82-8a41-bdc16694fc07#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/34,True,True,safe_no_change_required,day_number=34;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""Clear one shelf/drawer"", ""All meals plate-method"", ""Walks per schedule""]"
daily_actions:85a4c33f-3764-4832-842b-a2640ed0ce6f#day_name,database,public.daily_actions,day_name,/app/day/35,True,True,safe_no_change_required,day_number=35;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 35: Five Weeks In
daily_actions:85a4c33f-3764-4832-842b-a2640ed0ce6f#action_title,database,public.daily_actions,action_title,/app/day/35,True,True,safe_no_change_required,day_number=35;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 35 — Five Weeks In
daily_actions:85a4c33f-3764-4832-842b-a2640ed0ce6f#action_description,database,public.daily_actions,action_description,/app/day/35,True,True,safe_no_change_required,day_number=35;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"Thirty-five days of decisions. Check your Progress tab: blood sugar trend, weight trend. The direction matters more than any single number."
daily_actions:85a4c33f-3764-4832-842b-a2640ed0ce6f#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/35,True,True,safe_no_change_required,day_number=35;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""Review your trends in Progress"", ""Workout or walks per schedule"", ""Share one win in the community (Ask → Wins) if you have one — someone on Day 3 needs to see it""]"
daily_actions:c18d579b-19c5-4862-b8a5-a4848ab3a57a#day_name,database,public.daily_actions,day_name,/app/day/36,True,True,safe_no_change_required,day_number=36;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 36: Mindset Week 6 Unlocks
daily_actions:c18d579b-19c5-4862-b8a5-a4848ab3a57a#action_title,database,public.daily_actions,action_title,/app/day/36,True,True,safe_no_change_required,day_number=36;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 36 — Mindset Week 6 Unlocks
daily_actions:c18d579b-19c5-4862-b8a5-a4848ab3a57a#action_description,database,public.daily_actions,action_description,/app/day/36,True,True,safe_no_change_required,day_number=36;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Momentum is this week's theme in Learn. Read the first card today — it pairs with exactly where you are.
daily_actions:c18d579b-19c5-4862-b8a5-a4848ab3a57a#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/36,True,True,safe_no_change_required,day_number=36;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""Read Mindset Week 6, card 1"", ""Walks/workout per schedule"", ""Water target""]"
daily_actions:507f1fde-da03-4d83-a1f5-1e493e2df631#day_name,database,public.daily_actions,day_name,/app/day/37,True,True,safe_no_change_required,day_number=37;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 37: The Plateau Truth
daily_actions:507f1fde-da03-4d83-a1f5-1e493e2df631#action_title,database,public.daily_actions,action_title,/app/day/37,True,True,safe_no_change_required,day_number=37;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 37 — The Plateau Truth
daily_actions:507f1fde-da03-4d83-a1f5-1e493e2df631#action_description,database,public.daily_actions,action_description,/app/day/37,True,True,safe_no_change_required,day_number=37;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Weight and glucose can change at different rates. Review longer-term patterns without treating the scale or any single glucose reading as the only honest measure of success.
daily_actions:507f1fde-da03-4d83-a1f5-1e493e2df631#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/37,True,True,safe_no_change_required,day_number=37;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""Log 2 post-meal readings today"", ""All meals logged"", ""Walks/workout per schedule""]"
daily_actions:3fc30b6e-21e1-4e4c-b194-7eac08a5a64f#day_name,database,public.daily_actions,day_name,/app/day/38,True,True,safe_no_change_required,day_number=38;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 38: Workout Three
daily_actions:3fc30b6e-21e1-4e4c-b194-7eac08a5a64f#action_title,database,public.daily_actions,action_title,/app/day/38,True,True,safe_no_change_required,day_number=38;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 38 — Workout Three
daily_actions:3fc30b6e-21e1-4e4c-b194-7eac08a5a64f#action_description,database,public.daily_actions,action_description,/app/day/38,True,True,safe_no_change_required,day_number=38;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"Third session. If Track A has felt too easy, this is the day to try the next progression. If it's felt hard, repeat — repetition is progress too."
daily_actions:3fc30b6e-21e1-4e4c-b194-7eac08a5a64f#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/38,True,True,safe_no_change_required,day_number=38;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""Complete workout #3"", ""2 walks"", ""Protein-first at all meals""]"
daily_actions:30608659-33ba-427f-b38b-bee2ff0190fc#day_name,database,public.daily_actions,day_name,/app/day/39,True,True,safe_no_change_required,day_number=39;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 39: Hydration Audit
daily_actions:30608659-33ba-427f-b38b-bee2ff0190fc#action_title,database,public.daily_actions,action_title,/app/day/39,True,True,safe_no_change_required,day_number=39;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 39 — Hydration Audit
daily_actions:30608659-33ba-427f-b38b-bee2ff0190fc#action_description,database,public.daily_actions,action_description,/app/day/39,True,True,safe_no_change_required,day_number=39;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"Check your water logs this week. If you're consistently short, move the target earlier: half your daily water before 2 PM."
daily_actions:30608659-33ba-427f-b38b-bee2ff0190fc#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/39,True,True,safe_no_change_required,day_number=39;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""Half your water target by 2 PM"", ""Full target by evening"", ""Walks per schedule""]"
daily_actions:99bd3691-a094-4a5c-a4e9-3b73b45bacd4#day_name,database,public.daily_actions,day_name,/app/day/40,True,True,safe_no_change_required,day_number=40;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 40: Forty Days
daily_actions:99bd3691-a094-4a5c-a4e9-3b73b45bacd4#action_title,database,public.daily_actions,action_title,/app/day/40,True,True,safe_no_change_required,day_number=40;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 40 — Forty Days
daily_actions:99bd3691-a094-4a5c-a4e9-3b73b45bacd4#action_description,database,public.daily_actions,action_description,/app/day/40,True,True,safe_no_change_required,day_number=40;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"Most programs lose people by Day 10. You're at 40. Today, do nothing new — just execute the basics cleanly and let that be the point."
daily_actions:99bd3691-a094-4a5c-a4e9-3b73b45bacd4#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/40,True,True,safe_no_change_required,day_number=40;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""3 plate-method meals"", ""Walks/workout per schedule"", ""Mindset card""]"
daily_actions:4deafb5a-5e9b-4547-bd62-e1e2a2cbb930#day_name,database,public.daily_actions,day_name,/app/day/41,True,True,safe_no_change_required,day_number=41;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 41: Prep for Week 7
daily_actions:4deafb5a-5e9b-4547-bd62-e1e2a2cbb930#action_title,database,public.daily_actions,action_title,/app/day/41,True,True,safe_no_change_required,day_number=41;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 41 — Prep for Week 7
daily_actions:4deafb5a-5e9b-4547-bd62-e1e2a2cbb930#action_description,database,public.daily_actions,action_description,/app/day/41,True,True,safe_no_change_required,day_number=41;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"Sunday-style reset whatever day this lands on: glance at your Week 3 meal plan in Meals, note 2 ingredients to buy, pick your workout days for the coming week."
daily_actions:4deafb5a-5e9b-4547-bd62-e1e2a2cbb930#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/41,True,True,safe_no_change_required,day_number=41;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""Review the week ahead in Meals"", ""Set your 3 workout/walk days"", ""Water target""]"
daily_actions:039f96ab-6e3c-49c5-a4c1-151639681c97#day_name,database,public.daily_actions,day_name,/app/day/42,True,True,safe_no_change_required,day_number=42;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 42: Six Weeks Complete
daily_actions:039f96ab-6e3c-49c5-a4c1-151639681c97#action_title,database,public.daily_actions,action_title,/app/day/42,True,True,safe_no_change_required,day_number=42;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 42 — Six Weeks Complete
daily_actions:039f96ab-6e3c-49c5-a4c1-151639681c97#action_description,database,public.daily_actions,action_description,/app/day/42,True,True,treatment_or_testing_instruction,day_number=42;phase=3;is_extension_day=False;is_active=True,REWRITE — CLINICIAN REVIEW,stays active pending exact replacement copy,Clinician supplies or approves exact replacement copy in the appendix; record stays active meanwhile.,,,Review six weeks of routines and name one that feels more manageable now. Your healthcare professional decides when A1C testing is appropriate.
daily_actions:039f96ab-6e3c-49c5-a4c1-151639681c97#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/42,True,True,safe_no_change_required,day_number=42;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""All rings closed today"", ""Write one line: the biggest change since Day 1"", ""Book nothing, change nothing — just show up tomorrow""]"
daily_actions:abd34389-152b-4cd6-8a1e-e2f9278e4381#day_name,database,public.daily_actions,day_name,/app/day/43,True,True,safe_no_change_required,day_number=43;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 43: Week Seven Opens
daily_actions:abd34389-152b-4cd6-8a1e-e2f9278e4381#action_title,database,public.daily_actions,action_title,/app/day/43,True,True,safe_no_change_required,day_number=43;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 43 — Week Seven Opens
daily_actions:abd34389-152b-4cd6-8a1e-e2f9278e4381#action_description,database,public.daily_actions,action_description,/app/day/43,True,True,safe_no_change_required,day_number=43;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Six weeks built the machine. This week is about running it without thinking.
daily_actions:abd34389-152b-4cd6-8a1e-e2f9278e4381#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/43,True,True,safe_no_change_required,day_number=43;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""Workout or 3 walks per your schedule"", ""3 plate-method meals"", ""Water target""]"
daily_actions:9e514f62-b0ea-49c4-8f68-77b46c868da7#day_name,database,public.daily_actions,day_name,/app/day/44,True,True,safe_no_change_required,day_number=44;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 44: The Two-Minute Rule
daily_actions:9e514f62-b0ea-49c4-8f68-77b46c868da7#action_title,database,public.daily_actions,action_title,/app/day/44,True,True,safe_no_change_required,day_number=44;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 44 — The Two-Minute Rule
daily_actions:9e514f62-b0ea-49c4-8f68-77b46c868da7#action_description,database,public.daily_actions,action_description,/app/day/44,True,True,safe_no_change_required,day_number=44;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"Any habit you're avoiding today, do just the first two minutes of it. Starting is the whole battle."
daily_actions:9e514f62-b0ea-49c4-8f68-77b46c868da7#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/44,True,True,safe_no_change_required,day_number=44;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""Pick the habit you least feel like doing"", ""Do its first two minutes"", ""Log everything as usual""]"
daily_actions:113f4e55-626c-4f73-9620-5c5adb677d01#day_name,database,public.daily_actions,day_name,/app/day/45,True,True,safe_no_change_required,day_number=45;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 45: Level 3: The Momentum Maker
daily_actions:113f4e55-626c-4f73-9620-5c5adb677d01#action_title,database,public.daily_actions,action_title,/app/day/45,True,True,safe_no_change_required,day_number=45;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 45 — Level 3: The Momentum Maker
daily_actions:113f4e55-626c-4f73-9620-5c5adb677d01#action_description,database,public.daily_actions,action_description,/app/day/45,True,True,safe_no_change_required,day_number=45;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Forty-five days is worth noticing. Review the routines and trends you recorded without assuming they prove a particular change in insulin response.
daily_actions:113f4e55-626c-4f73-9620-5c5adb677d01#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/45,True,True,safe_no_change_required,day_number=45;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""Check your new level on your Profile"", ""Log a post-meal reading today"", ""Workout or walks per schedule""]"
daily_actions:3943d932-701d-4b7b-ac3d-6f4600787407#day_name,database,public.daily_actions,day_name,/app/day/46,True,True,safe_no_change_required,day_number=46;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 46: Protein Check
daily_actions:3943d932-701d-4b7b-ac3d-6f4600787407#action_title,database,public.daily_actions,action_title,/app/day/46,True,True,safe_no_change_required,day_number=46;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 46 — Protein Check
daily_actions:3943d932-701d-4b7b-ac3d-6f4600787407#action_description,database,public.daily_actions,action_description,/app/day/46,True,True,uncited_absolute,day_number=46;phase=3;is_extension_day=False;is_active=True,REWRITE — OWNER APPROVAL,stays active pending exact replacement copy,Owner supplies exact replacement copy in the approval appendix; record stays active meanwhile.,,,Include a protein food at meals today where it fits your preferences and meal plan. Portions do not need to be identical for everyone.
daily_actions:3943d932-701d-4b7b-ac3d-6f4600787407#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/46,True,True,safe_no_change_required,day_number=46;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""Include a protein food at the meals that fit your plan"", ""Choose portions that work for you"", ""Keep water available""]"
daily_actions:68af961b-369d-4934-ab3e-f1bb05857d46#day_name,database,public.daily_actions,day_name,/app/day/47,True,True,safe_no_change_required,day_number=47;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 47: The Grocery Rewrite
daily_actions:68af961b-369d-4934-ab3e-f1bb05857d46#action_title,database,public.daily_actions,action_title,/app/day/47,True,True,safe_no_change_required,day_number=47;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 47 — The Grocery Rewrite
daily_actions:68af961b-369d-4934-ab3e-f1bb05857d46#action_description,database,public.daily_actions,action_description,/app/day/47,True,True,safe_no_change_required,day_number=47;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Your plate has changed; make sure your list has too. Build next week's list from your Week 4 meal plan.
daily_actions:68af961b-369d-4934-ab3e-f1bb05857d46#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/47,True,True,safe_no_change_required,day_number=47;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""Open Meals → Shopping List"", ""Note 3 staples you now buy that you didn't on Day 1"", ""Walks or workout per schedule""]"
daily_actions:410a3b86-592c-4926-be9e-8f572a4bf8c8#day_name,database,public.daily_actions,day_name,/app/day/48,True,True,safe_no_change_required,day_number=48;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 48: Sit Less Between Meals
daily_actions:410a3b86-592c-4926-be9e-8f572a4bf8c8#action_title,database,public.daily_actions,action_title,/app/day/48,True,True,safe_no_change_required,day_number=48;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 48 — Sit Less Between Meals
daily_actions:410a3b86-592c-4926-be9e-8f572a4bf8c8#action_description,database,public.daily_actions,action_description,/app/day/48,True,True,safe_no_change_required,day_number=48;phase=3;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"If it is safe and practical for you, break up one period of sitting with a short movement break. Any comfortable movement can count."
